code,ergp_line_item,mda,mother_ministry,amount,similarity_score,mandate_deviation_score
ERGP25227268,REFURBISHMENT AND PROCUREMENT OF MEDICAL EQUIPMENT AND SUPPLIES IN SOME SELECTED PRIMARY HEALTHCARE CENTRES IN BAUCHI STATE,NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,350000000.0,0.4691,53.09
ERGP25227288,REFURBISHMENT AND PROCUREMENT OF MEDICAL EQUIPMENT AND SUPPLIES IN SOME SELECTED PRIMARY HEALTHCARE CENTRES IN KOGI STATE,NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,210000000.0,0.4633,53.67
ERGP25228638,REFURBISHMENT AND PROCUREMENT OF MEDICAL EQUIPMENT AND SUPPLIES IN SOME SELECTED PRIMARY HEALTHCARE CENTRES IN SOKOTO STATE,NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,210000000.0,0.4772,52.28
ERGP25228645,REFURBISHMENT AND PROCUREMENT OF MEDICAL EQUIPMENT AND SUPPLIES IN SOME SELECTED PRIMARY HEALTHCARE CENTRES IN ANAMBRA NORTH SENATORIAL,NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,210000000.0,0.5113,48.87
ERGP25228652,REFURBISHMENT AND PROCUREMENT OF MEDICAL EQUIPMENT AND SUPPLIES FOR PRIMARY HEALTHCARE CENTRES IN ADAMAWA NORTH SENATORIAL DISTRICT OF,NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,35000000.0,0.5149,48.51
ERGP25228668,REFURBISHMENT AND PROCUREMENT OF MEDICAL EQUIPMENT AND SUPPLIES FOR PRIMARY HEALTHCARE CENTRES IN JIGAWA SOUTHWEST SENATORIAL DISTRICT OF,NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,35000000.0,0.4975,50.25
ERGP25228689,REFURBISHMENT AND PROCUREMENT OF MEDICAL EQUIPMENT AND SUPPLIES FOR PRIMARY HEALTHCARE CENTRES IN KADUNA NORTH SENATORIAL DISTRICT OF,NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,35000000.0,0.5454,45.46
ERGP25228701,REFURBISHMENT AND PROCUREMENT OF MEDICAL EQUIPMENT AND SUPPLIES FOR PRIMARY HEALTHCARE CENTRES IN BENUE NORTHWEST SENATORIAL DISTRICT OF,NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,35000000.0,0.501,49.9
ERGP25228714,REFURBISHMENT AND PROCUREMENT OF MEDICAL EQUIPMENT AND SUPPLIES FOR PRIMARY HEALTHCARE CENTRES IN KOGI EAST SENATORIAL DISTRICT OF KOGI STATE,NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,35000000.0,0.5106,48.94
ERGP25228722,REFURBISHMENT AND PROCUREMENT OF MEDICAL EQUIPMENT AND SUPPLIES FOR PRIMARY HEALTHCARE CENTRES IN NIGER NORTH SENATORIAL DISTRICTOF NIGER,NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,35000000.0,0.5215,47.85
ERGP25228735,REFURBISHMENT AND PROCUREMENT OF MEDICAL EQUIPMENT AND SUPPLIES FOR PRIMARY HEALTHCARE CENTRES IN GOMBE NORTH SENATORIAL DISTRICT OF GOMBE,NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,35000000.0,0.5185,48.15
ERGP25228748,REFURBISHMENT AND PROCUREMENT OF MEDICAL EQUIPMENT AND SUPPLIES FOR PRIMARY HEALTHCARE CENTRES IN OYO SOUTH SENATORIAL DISTRICT OYO STATE,NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,35000000.0,0.4914,50.86
ERGP25228759,REFURBISHMENT AND PROCUREMENT OF MEDICAL EQUIPMENT AND SUPPLIES FOR PRIMARY HEALTHCARE CENTRES IN ONDO SOUTH SENATORIAL DISTRICT OF ONDO,NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,35000000.0,0.4505,54.95
ERGP25228773,REFURBISHMENT AND PROCUREMENT OF MEDICAL EQUIPMENT AND SUPPLIES FOR PRIMARY HEALTHCARE CENTRES KANO SOUTH SENATORIAL DISTRICT KANO STATE,NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,35000000.0,0.4996,50.04
ERGP25228802,RENOVATION AND PROVISION OF MEDICAL EQUIPMENT FOR KURFI PRIMARY HEALTHCARE CENTRE (PHC) KURFI LGA KASTINA STATE.,NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,52500000.0,0.467,53.3
ERGP25228816,REFURBISHMENT AND PROCUREMENT OF MEDICAL EQUIPMENT AND SUPPLIES IN SOME SELECTED PRIMARY HEALTHCARE CENTRES IN KANO STATE,NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,210000000.0,0.4654,53.46
ERGP25231664,"RENOVATION AND PROVISION OF MEDICAL EQUIPMENT FOR GUPA PRIMARY HEALTHCARE CENTRE (PHC) IN LAPAI LGA, NIGER STATE.",NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,98000000.0,0.5561,44.39
ERGP25231667,RENOVATION AND PROVISION OF MEDICAL EQUIPMENT FOR MUSAWA PRIMARY HEALTHCARE CENTRE (PHC) MUSAWA LGA KASTINA STATE.,NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,52500000.0,0.5326,46.74
ERGP25231668,RENOVATION AND UPGRADE OF DISTRICT HEALTH CENTER OGUGU OLAMABORO LGA KOGI STATE,NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,52500000.0,0.5114,48.86
ERGP25231669,"RENOVATION AND PROVISION OF MEDICAL EQUIPMENT IN ZONE B PRIMARY HEALTHCARE CENTRE (PHC), NIGER STATE.",NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,94500000.0,0.5193,48.07
ERGP25231671,IMPLEMENTATION OF MEDICAL OUTREACH PROGRAMME IN SELECTED LGAS OF SOKOTO STATE,NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,140000000.0,0.6018,39.82
ERGP25231673,IMPLEMENTATION OF MEDICAL OUTREACH PROGRAMME IN SELECTED LGAS OF ZAMFARA STATE,NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,140000000.0,0.5566,44.34
ERGP25233331,PROCUREMENT OF ESSENTIAL PHC DRUGS FOR SELECTED PRIMARY HEALTHCARE CENTRE (PHCC ) IN BAUCHI LGA OF BAUCHI STATE,NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,70000000.0,0.5609,43.91
ERGP25233334,PROCUREMENT OF ESSENTIAL PHC DRUGS FOR SELECTED PRIMARY HEALTHCARE CENTRE (PHCC ) IN MADAGALI LGA OF ADAMAWA STATE,NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,70000000.0,0.5865,41.35
ERGP25233335,PROCUREMENT OF ESSENTIAL PHC DRUGS FOR SELECTED PRIMARY HEALTHCARE CENTRE (PHCC ) IN ASKIRA UBA LGA OF BORNO STATE,NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,70000000.0,0.5818,41.82
ERGP25237119,"PROVISION FOR PURCHASE AND SUPPLY OF AMBULANCES FOR DISTRIBUTION TO SOME SELECTED HEALTH FACILITIES IN NINGI, WARJI, GANJUWA, DARAZO, MISAU AND",NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,700000000.0,0.4785,52.15
ERGP25237122,SUPPLY OF MEDICAL DRUGS TO UMUNACHI COMMUNITY HEALTH CENTRE IN OBOWO LGA IMO STATE,NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,35000000.0,0.5475,45.25
ERGP25237128,PHASE 11 OF CONSTRUCTION OF PRIMARY HEALTH CENTER (LEVEL 1) AT LEMODE IN OKE-ARO IBARAGUN OGUN STATE.,NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,70000000.0,0.6252,37.48
ERGP25237130,"FREE MEDICAL OUTREACH ON GENERAL MEDICAL AILMENTS LIKE HYPERTENSION, DIABETES, DENTAL ISSUES. ALSO GENERAL SURGICAL CASES LIKE HERNIORRHAPHY,",NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,70000000.0,0.3344,66.56
ERGP25237131,"PROVISION OF MEDICAL OUTREACH AND SENSITIZATION OF WOMEN ON MATERNAL MOTALITY IN TORO LGA, BAUCHI STATE",NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,35000000.0,0.5007,49.93
ERGP25237132,"CONSTRUCTION OF UNITS OF PRIMARY HEALTH CARE CENTRES IN ETSAKO EAST, CENTRAL AND WEST LGA'S IN ETSAKO FEDERAL CONSTITUENCY EDO STATE",NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,140000000.0,0.6152,38.48
ERGP25237133,SUPPLY OF HOSPITAL EQUIPMENT ACROSS DIFFERENT COMMUNITIES IN MANGU/BOKKOS FEDERAL CONSTITUENCY OF PLATEAU STATE,NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,175000000.0,0.505,49.5
ERGP25237134,"PROVISION OF MEDICAL OUTREACH IN TORO FEDERAL CONSTITUENCY, BAUCHI STATE
",NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,14000000.0,0.579,42.1
ERGP25237135,SUPPLY OF MEDICAL CONSUMABLES TO SELECTED HEALTHCARE CENTRES IN THE NIGER NORTH SENATORIAL DISTRICT OF NIGER STATE,NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,70000000.0,0.5549,44.51
ERGP25237136,"FENCING AND EQUIPPING OF LEVEL 3 PHC FOR WOMEN AND CHILDREN IN YALLEMAN TIJJANI DAKAIYAWA WARD, KAUGAMA LGA, JIGAWA STATE",NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,63000000.0,0.449,55.1
ERGP25237137,"SUPPLY OF MEDICAL EQUIPMENT AND CONSUMABLES/DRUGS TO MALLAM MADARI/KAUGAMA FEDERAL CONSTITUENCY, JIGAWA STATE",NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,98000000.0,0.533,46.7
ERGP25237138,"CONSTRUCTION OF COMMUNITY CLINIC AT MWARAWO COMMUNITY DEMSA LGA, ADAMAWA STATE",NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,17500000.0,0.5449,45.51
ERGP25237139,"MEDICAL OUTREACH AND SUPPLY OF MALARIA TESTING KITS IN MABA/IDO- OSI/ILEJEMEJE FEDERAL CONSTITUENCY, EKITI STATE",NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,14000000.0,0.5373,46.27
ERGP25237140,"FREE MEDICAL OUTREACH FOR WOMEN, CHILDREN AND THE ELDERLY IN NDIANICHE UWAKONYE VILLAGE, ARO UMUDURU AUTONOMOUS COMMUNITY, ONUIMO LGA, IMO",NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,14000000.0,0.5654,43.46
ERGP25237141,"RENOVATION OF MDG PHC AT OMLOKPO-EKE WARD, OKPOKWU LGA, BENUE STATE
",NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,17500000.0,0.4514,54.86
ERGP25237461,"CONSTRUCTION OF HEALTH CARE CENTRE IN FADAN KARSHI, JEMAÃÂ/SANGA FEDERAL CONSTITUENCY, KADUNA STATE",NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,28000000.0,0.6013,39.87
ERGP25237474,"CONSTRUCTION AND UPGRADING OF PRIMARY HEALTH CARE CENTRE IN JAGINDI TASHA, JEMAÃÂ/SANGA FEDERAL CONSTITUENCY, KADUNA STATE",NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,63000000.0,0.6419,35.81
ERGP25237499,"EQUIPPING OF PRIMARY HEALTH CENTRE, OFANTE, KOGI STATE
",NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,21000000.0,0.5694,43.06
ERGP25237506,"CONSTRUCTION OF DOCTORS AND NURSES QUARTERS IN AKIPILAI COMMUNITY, OGBIA FEDERAL CONSTITUENCY, BAYELSA STATE",NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,21000000.0,0.5606,43.94
ERGP25237513,"PROVISION OF MEDICAL OUTREACH TO SELECTED COMMUNITIES IN KAURA FEDERAL CONSTITUENCY, KADUNA STATE",NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,17500000.0,0.6269,37.31
ERGP25237525,"COMPLETION OF PRIMARY HEALTH CARE CLINIC IN FILAP COMMUNITY, PLATEAU STATE",NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,17500000.0,0.6544,34.56
ERGP25237535,"COMMUNITY HOSPITAL JERE, KAGARKO LGA, KADUNA STATE
",NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,28000000.0,0.5741,42.59
ERGP25237548,"SUPPLY OF MEDICAL EQUIPMENT ACROSS SELECTED HOSPITALS IN IKARA/KUBAU FEDERAL CONSTITUENCY, KADUNA STATE",NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,28000000.0,0.5255,47.45
ERGP25237559,"SUPPLY OF MEDICAL EQUIPMENT IN PRIMARY HEALTH CARE CENTRES ACROSS KADUNA SOUTH FEDERAL CONSTITUENCY, KADUNA STATE",NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,28000000.0,0.5558,44.42
ERGP25237570,SUPPLY OF MEDICAL EQUIPMENT TO HEALTH CENTRES IN KAURU FEDERAL CONSTITUENCY,NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,28000000.0,0.4919,50.81
ERGP25237583,"SUPPLY OF MEDICAL EQUIPMENT AT MAKARFI AND HUNKUYI GENERAL HOSPITALS AND SOME SELECTED PHCs ACROSS MAKARFI/KUDAN FEDERAL CONSTITUENCY,",NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,28000000.0,0.5194,48.06
ERGP25237596,"SUPPLY OF MEDICAL EQUIPMENT AT SELECTED PHCs ACROSS KADUNA NORTH FEDERAL CONSTITUENCY, KADUNA STATE",NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,28000000.0,0.5915,40.85
ERGP25237606,"SUPPLY OF MEDICAL EQUIPMENT ACROSS SELECTED HOSPITALS IN LERE FEDERAL CONSTITUENCY, KADUNA STATE",NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,49000000.0,0.5154,48.46
ERGP25237628,"PROVISION OF MEDICAL EQUIPMENT TO SELECTED HEALTH INSTITUTION IN CALABAR MUNICIPALITY/ ODUKPANI FEDERAL CONSTITUENCY, CROSS RIVER STATE (PHASE 2)",NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,63000000.0,0.557,44.3
ERGP25237633,"ENROLMENT OF AGRIC BASE COOPERATIVE MEMBERS IN CALABAR MUNICIPALITY/ODUKPANI FEDERAL CONSTITUENCY, CROSS RIVER STATE ON NHIA",NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,63000000.0,0.3912,60.88
ERGP25237646,"FREE MEDICAL OUTREACH IN SELECTED LOCATION IN CALABAR MUNICIPALITY/ODUKPANI FEDERAL CONSTITUENCY, CROSS RIVER STATE",NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,98000000.0,0.5713,42.87
ERGP25237690,CONSTRUCTION OF PRIMARY HEALTH CENTRE ( LEVEL 1) AT KWAL IN KANKE LGA OF PLATEAU STATE (ONGOING),NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,45500000.0,0.6372,36.28
ERGP25237698,CONSTRUCTION OF PRIMARY HEALTHCARE CENTRE AT MET IN KANKE LGA OF PLATEAU STATE,NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,21000000.0,0.5971,40.29
ERGP25237708,PROVISION AND INSTALLATION OF SOLAR STREET LIGHTS AT THE PRIMARY HEALTHCARE CENTRE AMPER IN KANKE LGA OF PLATEAU STATE,NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,45500000.0,0.3672,63.28
ERGP25237715,"SUPPLY OF MEDICAL EQUIPMENT ACROSS SELECTED HOSPITALS IN SOBA FEDERAL CONSTITUENCY, KADUNA STATE",NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,28000000.0,0.5232,47.68
ERGP25237723,"SUPPLY OF MEDICAL EQUIPMENT ACROSS SELECTED HOSPITALS IN BIRNIN GWARI/GIWA FEDERAL CONSTITUENCY, KADUNA STATE",NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,28000000.0,0.5405,45.95
ERGP25237738,"SUPPLY OF MEDICAL EQUIPMENT TO AMUNYO COMMUNITY HEALTH CARE CENTRE IN OFFA, KWARA STATE.",NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,14000000.0,0.5247,47.53
ERGP25237752,MEDICAL OUTREACH ON HEALTH INSURANCE IN EKITI/IREPODUN/ISIN/OKE-ERO FEDERAL CONSTITUTENCY KWARA STATE.,NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,35508338.0,0.5546,44.54
ERGP25237762,"RENOVATION AND EQUIPPING OF A PRIMARY HEALTH CENTRE I OGORI/MAGONGO, KOGI STATE.",NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,70000000.0,0.567,43.3
ERGP25237772,"MEDICAL OUTREACH FOR ELDERLY MEN AND WOMEN IN GEIDAM LGA, BURSARI/GEIDAM/YUNUSARI/FEDERAL CONSTITUENCY",NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,28000000.0,0.5162,48.38
ERGP25237786,"SUPPLY OF EQUIPMENT TO SELECTED PRIMARY HEALTHCARE CENTRES IN KOGI CENTRAL SENATORIAL DISTRICT, KOGI STATE",NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,70000000.0,0.5705,42.95
ERGP25237804,SUPPLY OF MEDICAL EQUIPMENT TO SELECTED PRIMARY HEALTH CENTRES IN OSUN WEST SENATORIAL DISTRICT,NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,70000000.0,0.5788,42.12
ERGP25237837,"MEDICAL INTERVENTION IN THE NIGER NORTH SENATORIAL DISTRICT OF NIGER STATE
",NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,56000000.0,0.5788,42.12
ERGP25237851,SUPPLY OF DRUGS TO THE VULNERABLE MEN AND WOMEN IN ABIA NORTH SENATORIAL DISTRICT,NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,35000000.0,0.4778,52.22
ERGP25237868,"RENOVATION AND EQUIPPING OF SELECTED PRIMARY HEALTHCARE CENTERS (PHCS) IN ONDO CENTRAL SENATORIAL DISTRICT, ONDO STATE",NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,21000000.0,0.4994,50.06
ERGP25237881,"MEDICAL OUTREACH IN AKOKO COMMUNITY IN ONDO NORTH SENATORIAL DISTRICT
",NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,21000000.0,0.5717,42.83
ERGP25237902,"RENOVATION OF PHC CENTRE WITH INSTALLATION OF SOLAR POWERED STREET LIGHTS AT FOA OBEIBA PHC AND COMPREHENSIVE, IHIMA KOGI STATE",NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,14000000.0,0.3199,68.01
ERGP25237926,EQUIPPING OF OGOLOMA HALTH CENTRE OKRIKA IN OKRIKA/OGU-BOLO FEDERAL CONSTITUENCY RIVERS STATE,NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,14000000.0,0.3275,67.25
ERGP25237941,RENOVATION AND EQUIPPING OF EZI PRIMARY HEALTH CARE CENTRE IN DELTA NORTH SENATORIAL DISTRICT,NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,28000000.0,0.5097,49.03
ERGP25237958,"MEDICAL OUTREACH TO NIGER NORTH SENATORIAL DISTRICT OF NIGER STATE
",NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,70000000.0,0.6493,35.07
ERGP25237976,"PURCHASE OF HOSPITAL BEDS AND MATTRESSES FOR DISTRIBUTION TO SOME SELECTED HEALTH FACILITIES WITHIN NINGI, WARJI, GANJUWA, DARAZO, MISAU AND",NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,175000000.0,0.4612,53.88
ERGP25238009,TRAINING OF TRADITIONAL BIRTH ATTENDANTS IN 4 LOCAL LGAs OF EDO SOUTH SENATORIAL DISTRICT,NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,140000000.0,0.4362,56.38
ERGP25238021,"EQUIPPING OF EKEODUDO HEALTH CENTRE AND MATERNITY IN UDI LGA, ENUGU STATE",NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,21000000.0,0.5164,48.36
ERGP25238029,SUPPLY OF DRUGS TO SELECTED PRIMARY HEALTH CARE CENTRES IN DELTA NORTH SENATORIAL DISTRICT,NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,70000000.0,0.5277,47.23
ERGP25238040,"""CONSTRUCTION OF MODEL PRIMARY HEALTHCARE CENTER, (PHC LEVEL """"3"""") AT AGO ADULOJU, OPPOSITE AIRPORT, ADO EKITI, EKITI STATE """,NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,87500000.0,0.6151,38.49
ERGP25238066,"CONSTRUCTION OF MATERNITY CLINIC IN LAME DISTRICT, TORO LOCAL GOVERNMENT AREA",NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,70000000.0,0.4089,59.11
ERGP25238083,"CONSTRUCTION OF MATERNITY CLINIC IN JAMAÃ¢â¬â¢A DISTRICT IN TORO LOCAL GOVERNMENT AREA, BAUCHI STATE",NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,70000000.0,0.485,51.5
ERGP25238093,"PROVISION OF HOSPITAL EQUIPMENT IN TORO LOCAL GOVERNMENT AREA
",NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,70000000.0,0.4044,59.56
ERGP25238098,"""CONSTRUCTION OF PRIMARY HEALTHCARE CENTER, (PHC LEVEL """"3""""), OPPOSITE OLOKETUYI HIGH SCHOOL, ILUOMOBA ROAD, IGBEMO-EKITI, EKITI STATE """,NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,87500000.0,0.6377,36.23
ERGP25247549,PROCUREMENT AND INSTALLATION OF 40CBM WALK IN COLD ROOMS (FRIDGES AND FREEZERS),NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,6200000000.0,0.1071,89.29
ERGP25247550,"PROCUREMENT AND INSTALLATION OF SOLAR DIRECT DRIVE REFRIGERATORS
",NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,7000000000.0,0.0397,96.03
ERGP25247551,"MOBILE ACTIVE VACCINE REFRIGERATORS, COLD BOXES, VACCINE CARRIERS AND ICE PACKS",NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,5300000000.0,0.3346,66.54
ERGP25247552,"TEMPERATURE MONITORING DEVICES
",NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,3300000000.0,0.0657,93.43
ERGP25247553,"IMMUNIZATION WASTE MANAGEMENT EQUIPMENT AND SUPPLIES
",NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,3200000000.0,0.4806,51.94
ERGP21240449,SUPPLY AND INSTALLATION OF SOLAR STREETLIGHTS IN FUNTUA/DANDUME FEDERAL CONSTITUENCY MULTIPLE LOTS-AA,FEDERAL MINISTRY OF HUMANITARIAN AFFAIRS AND POVERTY ALLEVIATION,,175000000.0,0.2064,79.36
ERGP22233192,IMPLEMENTATION OF PERFORMANCE MANAGEMENT SYSTEM. ENTERPRISE CONTENT MANAGEMENT AND OTHER ACTIVITIES OF FCSSIP SUCCESSION PLAN.,FEDERAL MINISTRY OF HUMANITARIAN AFFAIRS AND POVERTY ALLEVIATION,,51800000.0,0.2632,73.68
ERGP22233204,ESTABLISHMENT OF GO-LIVE INTEGRATED PAYROLL AND PERSONAL INFORMATION SYSTEM HUMAN RESOURCE MODULE(ONGOING),FEDERAL MINISTRY OF HUMANITARIAN AFFAIRS AND POVERTY ALLEVIATION,,42000000.0,0.1807,81.93
ERGP22233205,: : ENHANCEMENT OF THE CAPACITY OF HUMAN RESOURCE MANAGEMENT OF THE VARIOUS DEPARTMENT IN THE MINISTRY,FEDERAL MINISTRY OF HUMANITARIAN AFFAIRS AND POVERTY ALLEVIATION,,52500000.0,0.487,51.3
ERGP22233206,"DIGITIZATION/AUTOMATION OF FILES AND OTHER RECORDS
",FEDERAL MINISTRY OF HUMANITARIAN AFFAIRS AND POVERTY ALLEVIATION,,49000000.0,0.0838,91.62
ERGP22233209,"PARTICIPATION IN THE 2025 UNITED NATION GENERAL ASSEMBLY (UNGA 2025)
",FEDERAL MINISTRY OF HUMANITARIAN AFFAIRS AND POVERTY ALLEVIATION,,56000000.0,0.3555,64.45
ERGP22233210,"MINISTERIAL RETREAT ON PERFORMANCE MANAGEMENT SYSTEM FOR THE HON. MINISTER, PERMANENT SECRETARY, DIRECTORS AND MINISTERIAL PMS TEAM",FEDERAL MINISTRY OF HUMANITARIAN AFFAIRS AND POVERTY ALLEVIATION,,63000000.0,0.3641,63.59
ERGP22233211,DESIGN AND IMPLEMENTATION OF ENTERPRISE CONTENT MANAGEMENT SYSTEM (ECMS),FEDERAL MINISTRY OF HUMANITARIAN AFFAIRS AND POVERTY ALLEVIATION,,62300000.0,0.1235,87.65
ERGP22233212,"100 PURCHASE OF COMPUTERS HARDWARES,SOFTWARES AND COMPUTER ACCESSORIES",FEDERAL MINISTRY OF HUMANITARIAN AFFAIRS AND POVERTY ALLEVIATION,,105000000.0,0.1215,87.85
ERGP22233213,"UPGRADE OF ICT EQUIPMENTS IN THE MINISTRY
",FEDERAL MINISTRY OF HUMANITARIAN AFFAIRS AND POVERTY ALLEVIATION,,51800000.0,0.2929,70.71
ERGP22233215,MONITORING AND EVALUATION OF PROJECTS/PROGRAMMES OF THE MINISTRY AND ITS AGENCIES.,FEDERAL MINISTRY OF HUMANITARIAN AFFAIRS AND POVERTY ALLEVIATION,,280379872.0,0.4729,52.71
ERGP22233216,"PHYSICAL VERIFICATION OF STOCK IN 36 STATES/FCT, STOCK SURVEY OF MOTOR VEHICLES, PLANTS AND MACHINERIES AND CHANGE FROM MANUAL TO DIGITAL",FEDERAL MINISTRY OF HUMANITARIAN AFFAIRS AND POVERTY ALLEVIATION,,54600000.0,0.0934,90.66
ERGP22233217,"CELEBRATION/ COMMEMORATION OF INTERNATIONAL DAYS IN THE MINISTRY HQ
",FEDERAL MINISTRY OF HUMANITARIAN AFFAIRS AND POVERTY ALLEVIATION,,59500000.0,0.3461,65.39
ERGP22233219,"PURCHASE OF EMPOWEREMENT KITS AND SPECIAL INTERVENTION ON ACCESIBILITY FACILITIES AT THE FARMCRAFT CENTRES , 6 BRAILLE PRESSES AND LIBRARIES IN THE 6",FEDERAL MINISTRY OF HUMANITARIAN AFFAIRS AND POVERTY ALLEVIATION,,73500000.0,0.2952,70.48
ERGP22233220,"PROVISION OF ASSISTIVE TECHNOLOGIES AND EQUIPMENT FOR THE PWDS EDUCATION
",FEDERAL MINISTRY OF HUMANITARIAN AFFAIRS AND POVERTY ALLEVIATION,,73500000.0,0.2132,78.68
